portal,operacion,url,titulo,tipo_inmueble,barrio,precio_moneda,precio_valor,gastos_comunes,dormitorios,banos,m2
Casasymas,venta,https://www.casasymas.com.uy/propiedad/283101-casa-en-venta-de-3-dormitorios-con-piscina-en-carrasco-montevideo#venta,"Casa en Venta de 3 dormitorios con  Piscina en Carrasco, Montevideo",,Carrasco,USD,485000,,3,3,161
Casasymas,venta,https://www.casasymas.com.uy/propiedad/270333-venta-de-terreno-de-421m2-altura-27m-y-100-ocupacion-a-200m-de-18-de-julio#venta,Venta de Terreno de 421m2  Altura 27m y 100% Ocupación A 200m de 18 de Julio.,,Cordón,USD,570000,,0,,421
Casasymas,venta,https://www.casasymas.com.uy/propiedad/264123-apartamento-en-venta-de-1-dormitorio-con-garage-en-cordon-norte-montevideo#venta,"Apartamento en Venta de 1 dormitorio con  Garage en Cordón Norte, Montevideo",,Cordón Norte,USD,99000,,1,1,31
Casasymas,venta,https://www.casasymas.com.uy/propiedad/265945-venta-casa-ph-3-dormitorios-barbacoa-en-jardines-de-carrasco-ref-709#venta,Venta casa Ph 3 dormitorios + barbacoa en Jardines de Carrasco - Ref 709,,Jardines de Carrasco,USD,850000,,3,3,230
Casasymas,venta,https://www.casasymas.com.uy/propiedad/277411-venta-apartamento-2-dormitorios-malvin-sur#venta,venta apartamento 2 dormitorios malvin sur,,Malvín,USD,205000,,2,2,65
Casasymas,venta,https://www.casasymas.com.uy/propiedad/264171-venta-de-apartamento-de-1-dormitorio-con-terraza-y-parrillero-exclusivo-en-buceo#venta,Venta de apartamento de 1 dormitorio con terraza y Parrillero exclusivo en Buceo,,Buceo,USD,158240,,1,1,73
Casasymas,venta,https://www.casasymas.com.uy/propiedad/270243-apartamento-en-venta-de-3-dormitorios-con-garage-en-pocitos-nuevo-montevideo#venta,"Apartamento en Venta de 3 dormitorios con  Garage en Pocitos Nuevo, Montevideo",,Pocitos Nuevo,USD,470000,,3,3,132
Casasymas,venta,https://www.casasymas.com.uy/propiedad/254566-inverti-y-estrena-estos-ultimos-dos-monoambientes-en-venta-en-punta-carretas#venta,INVERTÍ Y ESTRENA ESTOS ÚLTIMOS DOS MONOAMBIENTES EN VENTA EN  PUNTA CARRETAS,,Punta Carretas,USD,117000,,0,,33
Casasymas,venta,https://www.casasymas.com.uy/propiedad/275426-venta-housing-a-estrenar-2-dormitorios-con-jardin-propio-cochera-en-carrasco-norte-casa#venta,VENTA Housing a estrenar 2 dormitorios con jardín propio cochera en Carrasco Norte  casa,,Carrasco Norte,USD,268000,,2,2,82
Casasymas,venta,https://www.casasymas.com.uy/propiedad/269364-casa-en-venta-de-3-dormitorios-en-aguada-montevideo#venta,"Casa en Venta de 3 dormitorios  en Aguada, Montevideo",,Aguada,USD,99000,,3,1,79
Casasymas,venta,https://www.casasymas.com.uy/propiedad/268757-espectacular-casa-en-venta-con-piscina-en-carrasco#venta,Espectacular Casa en venta con piscina en Carrasco,,Carrasco,USD,870000,,4,4,1.005
Casasymas,venta,https://www.casasymas.com.uy/propiedad/269097-casa-en-venta-c-cochera-en-buceo#venta,Casa en venta c/ cochera en Buceo,,Buceo,USD,310000,,2,2,115
Casasymas,venta,https://www.casasymas.com.uy/propiedad/264133-apartamento-en-venta-de-1-dormitorio-con-garage-en-cordon-norte-montevideo#venta,"Apartamento en Venta de 1 dormitorio con  Garage en Cordón Norte, Montevideo",,Cordón Norte,USD,149000,,1,1,45
Casasymas,venta,https://www.casasymas.com.uy/propiedad/262665-apartamento-en-venta-de-1-dormitorio-a-estrenar-en-punta-carretas-montevideo#venta,"Apartamento en venta de 1 dormitorio, a estrenar, en Punta Carretas, Montevideo",,Punta Carretas,USD,218000,,1,1,53
Casasymas,venta,https://www.casasymas.com.uy/propiedad/264169-venta-de-apartamento-de-2-dormitorios-con-patio-terraza-con-parrillero-exclusivo-y-excelente-calida#venta,"Venta de apartamento de 2 dormitorios con patio, terraza con parrillero exclusivo y excelente cálida",,Buceo,USD,231240,,2,2,116
Casasymas,venta,https://www.casasymas.com.uy/propiedad/255018-carrasco-sur-zona-blanes-viale#venta,Carrasco sur zona Blanes Viale,,Carrasco,USD,1650000,,4,5,1.084
Casasymas,venta,https://www.casasymas.com.uy/propiedad/273139-casa-en-venta-y-alquiler-carrasco#venta,Casa en Venta y Alquiler Carrasco,,Carrasco,USD,790000,,4,4,331
Casasymas,venta,https://www.casasymas.com.uy/propiedad/276655-venta-apartamento-en-la-blanqueada-10321-3-dormitorios-con-servicio-terraza-garaje-y-cochera#venta,"Venta Apartamento en La Blanqueada 10321, 3 dormitorios con servicio, terraza, garaje y cochera",,La Blanqueada,USD,340000,,4,2,187
Casasymas,venta,https://www.casasymas.com.uy/propiedad/258515-apartamento-en-venta-de-4-dormitorios-con-garage-en-punta-carretas-montevideo#venta,"Apartamento en Venta de 4 dormitorios con  Garage en Punta Carretas, Montevideo",,Punta Carretas,USD,760000,,4,3,225
Casasymas,venta,https://www.casasymas.com.uy/propiedad/254522-apartamento-a-estrenar-cerca-hospital-militar-y-avenida-italia#venta,APARTAMENTO A ESTRENAR CERCA HOSPITAL MILITAR Y AVENIDA ITALIA,,La Blanqueada,USD,140200,,1,1,
Casasymas,venta,https://www.casasymas.com.uy/propiedad/259964-apartamento-en-venta-en-aguada-excelente-opcion#venta,"Apartamento en venta en Aguada, excelente opción",,Aguada,USD,139000,,2,1,60
Casasymas,venta,https://www.casasymas.com.uy/propiedad/260017-apartamento-de-3-dormitorios-3-banos-carrasco-a-estrenar-barrio-parques#venta,Apartamento de 3 dormitorios 3 baños. Carrasco a Estrenar. Barrio Parques,,San Nicolás,USD,545000,,3,3,161
Casasymas,venta,https://www.casasymas.com.uy/propiedad/256593-apartamento-de-2-dormitorios-con-garaje-en-venta-en-punta-carretas#venta,Apartamento de 2 dormitorios con garaje  en venta en Punta Carretas,,Punta Carretas,USD,345000,,2,2,92
Casasymas,venta,https://www.casasymas.com.uy/propiedad/271695-casa-en-padron-unico-en-cordon-proxima-a-tres-cruces#venta,Casa en Padrón Único en Cordón Próxima a Tres Cruces,,Cordón Norte,USD,127000,,1,2,96
Casasymas,venta,https://www.casasymas.com.uy/propiedad/262934-casa-en-carrasco-en-venta-de-2-dormitorios-patio-con-parrillero-en-senda-lancasteriana#venta,"Casa en Carrasco en venta de 2 dormitorios, Patio con parrillero, en Senda Lancasteriana",,Carrasco,USD,290000,,2,3,85
Casasymas,venta,https://www.casasymas.com.uy/propiedad/272779-venta-casa-en-pocitos-6-dormitorios-jardin-piscina-barbacoa-y-garaje-de-estilo-reciclada#venta,"Venta casa en Pocitos 6 dormitorios, jardín, piscina, barbacoa y garaje de estilo reciclada",,Pocitos,USD,1350000,,6,5,494
Casasymas,venta,https://www.casasymas.com.uy/propiedad/266901-casa-en-venta-de-3-dormitorios-en-parque-batlle-montevideo#venta,"Casa en Venta de 3 dormitorios  en Parque Batlle, Montevideo",,Parque Batlle,USD,274500,,3,2,215
Casasymas,venta,https://www.casasymas.com.uy/propiedad/272240-apartamento-en-venta-de-1-dormitorio-en-pocitos-montevideo#venta,"Apartamento en Venta de 1 dormitorio  en Pocitos, Montevideo",,Pocitos,USD,168000,,1,1,59
Casasymas,venta,https://www.casasymas.com.uy/propiedad/259853-venta-casa-2-dormitorios-sayago-con-patio#venta,Venta Casa 2 dormitorios Sayago con patio,,Sayago,USD,108000,,2,1,186
Casasymas,venta,https://www.casasymas.com.uy/propiedad/266505-casa-en-venta-de-4-dormitorios-en-pocitos-montevideo#venta,"Casa en Venta de 4 dormitorios  en Pocitos, Montevideo",,Pocitos,USD,495000,,4,4,233
Casasymas,venta,https://www.casasymas.com.uy/propiedad/269136-casa-en-venta-de-5-dormitorios-con-garage-en-punta-gorda-montevideo#venta,"Casa en Venta de 5 dormitorios con  Garage en Punta Gorda, Montevideo",,Punta Gorda,USD,650000,,5,,730
Casasymas,venta,https://www.casasymas.com.uy/propiedad/262416-apartamento-amplio-de-4-dormitorios-y-2-cocheras-en-palermo#venta,Apartamento amplio de 4 dormitorios y 2 cocheras en Palermo,,Palermo,USD,245000,,4,3,120
Casasymas,venta,https://www.casasymas.com.uy/propiedad/262686-local-comercial-a-estrenar-en-proyecto-solano-antuna-punta-carretas-montevideo#venta,"Local comercial a estrenar, en proyecto Solano Antuña, Punta Carretas, Montevideo",,Punta Carretas,,,,,1,100
Casasymas,venta,https://www.casasymas.com.uy/propiedad/263604-casa-en-venta-en-carrasco-norte#venta,Casa en venta en Carrasco Norte,,Carrasco Este,USD,319000,,2,2,630
Casasymas,venta,https://www.casasymas.com.uy/propiedad/250060-pocitos-1-dormitorio-con-patio-venta#venta,Pocitos 1 dormitorio con patio venta,,Pocitos,USD,175000,,1,1,66
Casasymas,venta,https://www.casasymas.com.uy/propiedad/273271-venta-de-apartamento-en-villa-biarritz-10291-punta-carretas-de-2-dormitorios-en-piso-alto-con-vista-al-mar#venta,"Venta de Apartamento en Villa Biarritz 10291, Punta Carretas, de 2 dormitorios, en piso alto con vista al mar",,Villa Biarritz,USD,520000,,2,2,101
Casasymas,venta,https://www.casasymas.com.uy/propiedad/268694-venta-apartamento-de-1-dormitorio-en-buceo#venta,Venta Apartamento de 1 dormitorio en Buceo,,Buceo,USD,169000,,1,1,55
